time,Open,High,Low,Close,Volume,spread,real_volume
2025-06-03 12:45:00,1.1414,1.1415899999999999,1.14085,1.14119,742,0,0
2025-06-03 13:00:00,1.14119,1.14126,1.1402700000000001,1.1406100000000001,676,0,0
2025-06-03 13:15:00,1.1406100000000001,1.14068,1.14014,1.14022,614,0,0
2025-06-03 13:30:00,1.14022,1.14121,1.13964,1.14085,735,0,0
2025-06-03 13:45:00,1.14085,1.14086,1.13964,1.13979,753,0,0
2025-06-03 14:00:00,1.13979,1.13992,1.13913,1.13939,777,0,0
2025-06-03 14:15:00,1.13939,1.1394,1.13865,1.13868,727,0,0
2025-06-03 14:30:00,1.13868,1.13945,1.13867,1.1391499999999999,743,0,0
2025-06-03 14:45:00,1.1391499999999999,1.13952,1.13878,1.13906,745,0,0
2025-06-03 15:00:00,1.13906,1.13941,1.13802,1.1381999999999999,821,0,0
2025-06-03 15:15:00,1.1381999999999999,1.13877,1.13813,1.13852,726,0,0
2025-06-03 15:30:00,1.13852,1.13864,1.13772,1.13811,881,0,0
2025-06-03 15:45:00,1.13811,1.13832,1.1378,1.1381999999999999,881,0,0
2025-06-03 16:00:00,1.1381999999999999,1.13894,1.13797,1.13894,859,0,0
2025-06-03 16:15:00,1.13893,1.1391,1.13809,1.1383,857,0,0
2025-06-03 16:30:00,1.1383,1.13951,1.13773,1.13912,1334,0,0
2025-06-03 16:45:00,1.13912,1.13917,1.13814,1.13877,1242,0,0
2025-06-03 17:00:00,1.13875,1.13888,1.13642,1.13785,1925,0,0
2025-06-03 17:15:00,1.13784,1.13897,1.13765,1.13864,1345,0,0
2025-06-03 17:30:00,1.13864,1.13926,1.13859,1.13916,1161,0,0
2025-06-03 17:45:00,1.13916,1.13934,1.13837,1.1392,1086,0,0
2025-06-03 18:00:00,1.1392,1.13931,1.13794,1.13815,1038,0,0
2025-06-03 18:15:00,1.13815,1.13832,1.13742,1.13786,883,0,0
2025-06-03 18:30:00,1.13786,1.13801,1.13742,1.13771,881,0,0
2025-06-03 18:45:00,1.13771,1.13835,1.13709,1.1372200000000001,829,0,0
2025-06-03 19:00:00,1.1372200000000001,1.13835,1.1372200000000001,1.13812,681,0,0
2025-06-03 19:15:00,1.13813,1.13817,1.13764,1.13772,562,0,0
2025-06-03 19:30:00,1.13772,1.13772,1.13676,1.137,630,0,0
2025-06-03 19:45:00,1.137,1.1375899999999999,1.13687,1.13735,518,0,0
2025-06-03 20:00:00,1.13734,1.13806,1.1373,1.13789,493,0,0
2025-06-03 20:15:00,1.13789,1.13804,1.1374900000000001,1.1378,448,0,0
2025-06-03 20:30:00,1.1378,1.13818,1.13771,1.13809,348,0,0
2025-06-03 20:45:00,1.13809,1.13815,1.13767,1.1378,416,0,0
2025-06-03 21:00:00,1.1378,1.1378,1.13727,1.13739,409,0,0
2025-06-03 21:15:00,1.13739,1.13769,1.13734,1.13764,325,0,0
2025-06-03 21:30:00,1.13764,1.13764,1.13693,1.13713,329,0,0
2025-06-03 21:45:00,1.13713,1.13756,1.13703,1.1374900000000001,434,0,0
2025-06-03 22:00:00,1.1374900000000001,1.13762,1.13741,1.13741,319,0,0
2025-06-03 22:15:00,1.13741,1.13741,1.13708,1.13724,274,0,0
2025-06-03 22:30:00,1.13724,1.13745,1.13715,1.13716,278,0,0
2025-06-03 22:45:00,1.13716,1.13717,1.13677,1.13689,426,0,0
2025-06-03 23:00:00,1.13689,1.1373,1.13684,1.13716,190,0,0
2025-06-03 23:15:00,1.13716,1.13723,1.13701,1.13701,179,0,0
2025-06-03 23:30:00,1.13701,1.13737,1.13701,1.13734,160,0,0
2025-06-03 23:45:00,1.13734,1.13741,1.13691,1.13703,284,5,0
2025-06-04 00:00:00,1.13699,1.1374,1.13679,1.13704,106,21,0
2025-06-04 00:15:00,1.13704,1.13754,1.13704,1.13743,197,21,0
2025-06-04 00:30:00,1.13743,1.13743,1.13704,1.13719,130,26,0
2025-06-04 00:45:00,1.13719,1.13754,1.13714,1.13747,260,21,0
2025-06-04 01:00:00,1.13747,1.1375,1.13704,1.13737,197,0,0
2025-06-04 01:15:00,1.13737,1.13746,1.13708,1.1372,162,0,0
2025-06-04 01:30:00,1.1372,1.1374900000000001,1.13715,1.13743,200,0,0
2025-06-04 01:45:00,1.13743,1.13753,1.1374,1.13743,214,0,0
2025-06-04 02:00:00,1.13743,1.13769,1.13742,1.13768,181,0,0
2025-06-04 02:15:00,1.13768,1.13774,1.1375,1.13761,187,0,0
2025-06-04 02:30:00,1.13761,1.13837,1.13761,1.13837,226,0,0
2025-06-04 02:45:00,1.13837,1.13862,1.13809,1.13843,376,0,0
2025-06-04 03:00:00,1.13841,1.13891,1.13799,1.13824,708,0,0
