time,Open,High,Low,Close,Volume,spread,real_volume
2025-06-03 12:45:00,1.35206,1.35213,1.35132,1.3515,732,0,0
2025-06-03 13:00:00,1.3515,1.35157,1.35081,1.35101,713,0,0
2025-06-03 13:15:00,1.35101,1.35125,1.35084,1.35114,498,0,0
2025-06-03 13:30:00,1.35115,1.35199,1.35063,1.35165,764,0,0
2025-06-03 13:45:00,1.35165,1.35165,1.35041,1.35059,817,0,0
2025-06-03 14:00:00,1.35057,1.35079,1.35035,1.35068,845,0,0
2025-06-03 14:15:00,1.35068,1.35068,1.34957,1.34958,883,0,0
2025-06-03 14:30:00,1.34958,1.3502,1.3495,1.35009,835,0,0
2025-06-03 14:45:00,1.35009,1.35038,1.34967,1.35036,750,0,0
2025-06-03 15:00:00,1.35038,1.35054,1.3492,1.34939,908,0,0
2025-06-03 15:15:00,1.34939,1.35004,1.34934,1.34997,827,0,0
2025-06-03 15:30:00,1.34997,1.35038,1.34941,1.35006,927,0,0
2025-06-03 15:45:00,1.35006,1.3504,1.34965,1.35038,957,0,0
2025-06-03 16:00:00,1.35039,1.3513600000000001,1.35002,1.35123,951,0,0
2025-06-03 16:15:00,1.35124,1.35168,1.35072,1.35092,886,0,0
2025-06-03 16:30:00,1.35092,1.35224,1.3507,1.35219,1284,0,0
2025-06-03 16:45:00,1.35219,1.35224,1.35114,1.35131,1191,0,0
2025-06-03 17:00:00,1.3513,1.35193,1.3496299999999999,1.35097,1912,0,0
2025-06-03 17:15:00,1.35097,1.35249,1.35086,1.35243,1285,0,0
2025-06-03 17:30:00,1.35243,1.35335,1.35243,1.35325,1409,0,0
2025-06-03 17:45:00,1.35325,1.3532600000000001,1.35212,1.35288,1355,0,0
2025-06-03 18:00:00,1.35288,1.3532,1.35211,1.3524,1338,0,0
2025-06-03 18:15:00,1.3524,1.35241,1.35165,1.3519,1094,0,0
2025-06-03 18:30:00,1.3519,1.35269,1.35175,1.3525800000000001,941,0,0
2025-06-03 18:45:00,1.3525800000000001,1.3532,1.35165,1.3519999999999999,994,0,0
2025-06-03 19:00:00,1.3519999999999999,1.35266,1.35199,1.3523800000000001,928,0,0
2025-06-03 19:15:00,1.3523800000000001,1.35248,1.35213,1.35215,670,0,0
2025-06-03 19:30:00,1.35215,1.35216,1.35102,1.35125,831,0,0
2025-06-03 19:45:00,1.35126,1.3520400000000001,1.35114,1.35185,801,0,0
2025-06-03 20:00:00,1.35185,1.35272,1.3516599999999999,1.3525800000000001,756,0,0
2025-06-03 20:15:00,1.3525800000000001,1.35283,1.35226,1.35264,681,0,0
2025-06-03 20:30:00,1.35264,1.35293,1.35243,1.35284,612,0,0
2025-06-03 20:45:00,1.35284,1.35289,1.35243,1.35277,667,0,0
2025-06-03 21:00:00,1.35276,1.35281,1.35211,1.35223,665,0,0
2025-06-03 21:15:00,1.35223,1.35255,1.35222,1.35244,456,0,0
2025-06-03 21:30:00,1.35243,1.35246,1.35188,1.35205,457,0,0
2025-06-03 21:45:00,1.35205,1.35259,1.35195,1.35247,573,0,0
2025-06-03 22:00:00,1.35247,1.3526099999999999,1.35229,1.3523100000000001,441,0,0
2025-06-03 22:15:00,1.3523100000000001,1.35232,1.35193,1.3520699999999999,371,0,0
2025-06-03 22:30:00,1.3520699999999999,1.35219,1.35185,1.35187,369,0,0
2025-06-03 22:45:00,1.35187,1.35187,1.3513899999999999,1.35158,573,0,0
2025-06-03 23:00:00,1.35158,1.35195,1.35138,1.35186,302,0,0
2025-06-03 23:15:00,1.35186,1.35201,1.35182,1.35187,329,0,0
2025-06-03 23:30:00,1.35187,1.35216,1.35187,1.35215,195,1,0
2025-06-03 23:45:00,1.35215,1.35222,1.35172,1.35181,282,9,0
2025-06-04 00:00:00,1.35147,1.35155,1.3512,1.35123,77,56,0
2025-06-04 00:15:00,1.35123,1.35148,1.35121,1.35122,101,107,0
2025-06-04 00:30:00,1.35122,1.3514300000000001,1.3511,1.35132,436,81,0
2025-06-04 00:45:00,1.35132,1.35162,1.35108,1.35108,230,62,0
2025-06-04 01:00:00,1.35108,1.35224,1.351,1.35206,330,1,0
2025-06-04 01:15:00,1.35206,1.35216,1.35192,1.35202,131,1,0
2025-06-04 01:30:00,1.35202,1.35227,1.35185,1.35216,209,0,0
2025-06-04 01:45:00,1.35216,1.35227,1.35213,1.35213,207,0,0
2025-06-04 02:00:00,1.35213,1.35256,1.35213,1.35256,225,0,0
2025-06-04 02:15:00,1.35256,1.3525800000000001,1.35235,1.35247,165,0,0
2025-06-04 02:30:00,1.35247,1.35302,1.35247,1.35302,201,0,0
2025-06-04 02:45:00,1.353,1.35318,1.35286,1.35308,491,0,0
2025-06-04 03:00:00,1.35307,1.35334,1.35264,1.35287,754,0,0
2025-06-04 03:15:00,1.35287,1.3532199999999999,1.35276,1.3529900000000001,737,0,0
2025-06-04 03:30:00,1.353,1.35308,1.3526799999999999,1.35288,437,0,0
2025-06-04 03:45:00,1.35287,1.35307,1.35255,1.35269,948,0,0
2025-06-04 04:00:00,1.35269,1.35288,1.35153,1.35281,1150,0,0
2025-06-04 04:15:00,1.35281,1.35372,1.3526799999999999,1.35341,729,0,0
2025-06-04 04:30:00,1.35341,1.3544800000000001,1.35305,1.35376,1110,0,0
2025-06-04 04:45:00,1.35376,1.35406,1.3535,1.35351,843,0,0
2025-06-04 05:00:00,1.35351,1.3538700000000001,1.35339,1.35357,801,0,0
2025-06-04 05:15:00,1.35357,1.35361,1.35283,1.35285,560,0,0
2025-06-04 05:30:00,1.35285,1.35286,1.35206,1.35223,496,0,0
2025-06-04 05:45:00,1.35223,1.35252,1.35203,1.3523100000000001,452,0,0
2025-06-04 06:00:00,1.3523100000000001,1.35286,1.35222,1.35271,475,0,0
2025-06-04 06:15:00,1.35271,1.35272,1.35243,1.35248,444,0,0
2025-06-04 06:30:00,1.35248,1.35249,1.35141,1.35159,645,0,0
2025-06-04 06:45:00,1.35159,1.35198,1.35159,1.3516599999999999,626,0,0
2025-06-04 07:00:00,1.3516599999999999,1.35272,1.3513,1.35247,822,0,0
2025-06-04 07:15:00,1.35247,1.35251,1.3521,1.35242,338,0,0
2025-06-04 07:30:00,1.35242,1.35246,1.35169,1.3517299999999999,529,0,0
2025-06-04 07:45:00,1.3517299999999999,1.3518,1.35107,1.35122,491,0,0
2025-06-04 08:00:00,1.35122,1.35165,1.3511600000000001,1.35161,523,0,0
2025-06-04 08:15:00,1.35161,1.35161,1.35107,1.3511600000000001,477,0,0
2025-06-04 08:30:00,1.3511600000000001,1.35118,1.3501,1.3508,829,0,0
2025-06-04 08:45:00,1.3508,1.35132,1.35033,1.35104,848,0,0
2025-06-04 09:00:00,1.35104,1.35155,1.3504800000000001,1.35111,885,0,0
2025-06-04 09:15:00,1.35111,1.35156,1.3508,1.35156,1123,0,0
2025-06-04 09:30:00,1.35156,1.35212,1.35129,1.35206,875,0,0
2025-06-04 09:45:00,1.35206,1.35273,1.35169,1.3527,896,0,0
2025-06-04 10:00:00,1.3527,1.35309,1.35227,1.35276,936,0,0
2025-06-04 10:15:00,1.35274,1.35399,1.35262,1.35394,765,0,0
