time,Open,High,Low,Close,Volume,spread,real_volume
2025-06-03 12:45:00,0.64609,0.6461,0.64567,0.64589,534,0,0
2025-06-03 13:00:00,0.64589,0.64591,0.64564,0.64584,490,0,0
2025-06-03 13:15:00,0.64584,0.64605,0.64572,0.64605,418,0,0
2025-06-03 13:30:00,0.64605,0.64647,0.64576,0.64629,668,0,0
2025-06-03 13:45:00,0.64629,0.6463,0.64553,0.64571,654,0,0
2025-06-03 14:00:00,0.64571,0.64578,0.6454,0.64561,502,0,0
2025-06-03 14:15:00,0.64561,0.64561,0.64539,0.64553,375,0,0
2025-06-03 14:30:00,0.64553,0.646,0.64553,0.64592,384,0,0
2025-06-03 14:45:00,0.64592,0.64598,0.64557,0.6457,416,0,0
2025-06-03 15:00:00,0.6457,0.646,0.64528,0.64534,642,0,0
2025-06-03 15:15:00,0.64535,0.64536,0.64502,0.64524,490,0,0
2025-06-03 15:30:00,0.64523,0.64572,0.64485,0.6454,678,0,0
2025-06-03 15:45:00,0.6454,0.64549,0.64508,0.64522,608,0,0
2025-06-03 16:00:00,0.64522,0.64613,0.64515,0.64605,614,0,0
2025-06-03 16:15:00,0.64605,0.64605,0.6454,0.64545,604,0,0
2025-06-03 16:30:00,0.64545,0.64611,0.64524,0.64598,886,0,0
2025-06-03 16:45:00,0.64599,0.64602,0.64528,0.64542,880,0,0
2025-06-03 17:00:00,0.64542,0.64591,0.6447,0.6458,1380,0,0
2025-06-03 17:15:00,0.6458,0.64703,0.64571,0.64699,1075,0,0
2025-06-03 17:30:00,0.64699,0.64721,0.64659,0.64689,966,0,0
2025-06-03 17:45:00,0.6469,0.64693,0.64638,0.64678,816,0,0
2025-06-03 18:00:00,0.64679,0.64699,0.64606,0.64614,904,0,0
2025-06-03 18:15:00,0.64614,0.64633,0.64593,0.64627,762,0,0
2025-06-03 18:30:00,0.64627,0.64649,0.64606,0.64616,536,0,0
2025-06-03 18:45:00,0.64616,0.6466,0.64589,0.64611,593,0,0
2025-06-03 19:00:00,0.64611,0.64647,0.6461,0.6463,514,0,0
2025-06-03 19:15:00,0.64631,0.64633,0.64598,0.64603,537,0,0
2025-06-03 19:30:00,0.64603,0.64604,0.64557,0.6457,525,0,0
2025-06-03 19:45:00,0.64571,0.64606,0.64564,0.64597,455,0,0
2025-06-03 20:00:00,0.64597,0.64657,0.64595,0.64652,484,0,0
2025-06-03 20:15:00,0.64652,0.64702,0.6463,0.64688,399,0,0
2025-06-03 20:30:00,0.64688,0.64703,0.6468,0.64701,268,0,0
2025-06-03 20:45:00,0.64701,0.64702,0.64671,0.64685,322,0,0
2025-06-03 21:00:00,0.64685,0.64685,0.64629,0.64636,467,0,0
