time,Open,High,Low,Close,Volume,spread,real_volume
2025-01-02 00:00:00,0.61842,0.61869,0.61717,0.61867,716,25,0
2025-01-02 01:00:00,0.61867,0.61946,0.61832,0.61936,1823,0,0
2025-01-02 02:00:00,0.61936,0.62032,0.61884,0.62006,1700,0,0
2025-01-02 03:00:00,0.62007,0.62159,0.61986,0.62118,3832,0,0
2025-01-02 04:00:00,0.62116,0.62227,0.621,0.62226,2884,0,0
2025-01-02 05:00:00,0.62227,0.62228,0.62138,0.62155,1613,0,0
2025-01-02 06:00:00,0.62154,0.62196,0.62144,0.62171,1299,0,0
2025-01-02 07:00:00,0.6217,0.62186,0.62121,0.62166,1334,0,0
2025-01-02 08:00:00,0.62165,0.62169,0.62105,0.6214,1506,0,0
2025-01-02 09:00:00,0.6214,0.6217,0.62038,0.62047,2310,0,0
2025-01-02 10:00:00,0.62048,0.62137,0.62009,0.62131,3480,0,0
2025-01-02 11:00:00,0.62131,0.622,0.62102,0.62178,2578,0,0
2025-01-02 12:00:00,0.62178,0.62206,0.62083,0.62091,3544,0,0
2025-01-02 13:00:00,0.62091,0.62174,0.6208,0.62156,2566,0,0
2025-01-02 14:00:00,0.62156,0.62172,0.62067,0.62089,2961,0,0
2025-01-02 15:00:00,0.62089,0.62166,0.6204,0.62153,4661,0,0
2025-01-02 16:00:00,0.62154,0.62211,0.6211,0.62127,4782,0,0
2025-01-02 17:00:00,0.62123,0.62169,0.62052,0.62094,6456,0,0
2025-01-02 18:00:00,0.62094,0.62108,0.61966,0.62066,6877,0,0
2025-01-02 19:00:00,0.62066,0.62132,0.61982,0.62019,5206,0,0
2025-01-02 20:00:00,0.6202,0.62031,0.61922,0.61967,3910,0,0
2025-01-02 21:00:00,0.61968,0.62009,0.61928,0.61936,3180,0,0
2025-01-02 22:00:00,0.61936,0.62061,0.61931,0.62028,2650,0,0
2025-01-02 23:00:00,0.62029,0.62046,0.62016,0.62034,996,0,0
2025-01-03 00:00:00,0.62033,0.62075,0.61921,0.62028,650,9,0
2025-01-03 01:00:00,0.62028,0.62047,0.62001,0.62011,620,0,0
2025-01-03 02:00:00,0.62011,0.62172,0.62009,0.62167,1535,0,0
2025-01-03 03:00:00,0.62167,0.62172,0.6207,0.62119,2471,0,0
